model,train_profile,test_profile,snr_db,ber,errors,trials,num_rows
single_branch_n0_gate,umi_normalized,tdl_E_100ns,-8.0,0.3580255390685282,3801097,10616832,6
single_branch_n0_gate,umi_normalized,tdl_E_100ns,-6.0,0.31919276861496915,3388816,10616832,6
single_branch_n0_gate,umi_normalized,tdl_E_100ns,-4.0,0.27413695535542054,2910466,10616832,6
single_branch_n0_gate,umi_normalized,tdl_E_100ns,-2.0,0.2232683911735629,2370403,10616832,6
single_branch_n0_gate,umi_normalized,tdl_E_100ns,0.0,0.16854651180314428,1789430,10616832,6
single_branch_n0_gate,umi_normalized,tdl_E_100ns,2.0,0.11383084897641782,1208523,10616832,6
single_branch_n0_gate,umi_normalized,tdl_E_100ns,4.0,0.06567646544656636,697276,10616832,6
single_branch_n0_gate,umi_normalized,tdl_E_100ns,6.0,0.03046275951244213,323418,10616832,6
single_branch_n0_gate,umi_normalized,tdl_E_100ns,8.0,0.010584607536410108,112375,10616832,6
single_branch_n0_gate,umi_normalized,tdl_E_100ns,10.0,0.002659832989728009,28239,10616832,6
single_branch_n0_gate,umi_normalized,tdl_E_100ns,12.0,0.0005177627375096451,5497,10616832,6
single_branch_n0_gate,umi_normalized,tdl_E_100ns,14.0,0.0001097314151716821,1165,10616832,6
single_branch_n0_gate,umi_normalized,tdl_E_100ns,16.0,3.0140817901234566e-05,320,10616832,6
